,kepid,koi_slogg,koi_steff,koi_srad,koi_kepmag,koi_duration,koi_depth,koi_prad
3044,11709124,4.415,5688.0,0.971,14.534,5.5484,1564.3,4.04
3049,12302530,4.72,3984.0,0.539,14.258,2.4999,1007.4,2.01
3050,11904151,4.3469999999999995,5676.0,1.044,10.960999999999999,1.796,190.4,1.43
3051,3239945,4.631,4799.0,0.692,14.023,2.8826,417.9,1.37
3052,3239945,4.631,4799.0,0.692,14.023,3.369,246.4,1.11
3054,3559935,4.397,5275.0,0.969,14.424000000000001,6.6436,942.0,2.9
3056,3966801,4.775,3787.0,0.477,14.885,4.0251,1130.8,1.7
3058,11656721,4.566,5569.0,0.829,14.748,3.4098,633.0,2.06
3059,11853905,4.101,5795.0,1.545,12.210999999999999,3.98235,727.8,4.13
3060,5866724,4.22,6181.0,1.424,11.017999999999999,4.2386,111.8,1.58
3061,11669239,4.356,5735.0,1.028,14.35,6.763,687.4,3.28
3062,11669239,4.356,5735.0,1.028,14.35,4.261,223.2,2.04
3063,10600261,4.117,5565.0,1.439,14.915,7.309,553.7,3.33
3064,10656823,4.5889999999999995,5320.0,0.786,14.812999999999999,3.1516,777.5,2.15
3066,10656823,4.5889999999999995,5320.0,0.786,14.812999999999999,3.896,472.7,1.71
3068,10718726,4.283,5762.0,1.196,14.827,3.1569,383.7,2.39
3069,12302530,4.72,3984.0,0.539,14.258,3.1592,1078.1,1.87
3070,12470954,4.463,5400.0,0.937,14.312999999999999,2.19877,2343.5,4.45
3072,2438264,4.553999999999999,5097.0,0.797,14.172,3.9879,924.7,2.35
3073,2438264,4.553999999999999,5097.0,0.797,14.172,1.6519,741.6,2.46
3076,4454752,3.9019999999999997,4868.0,1.816,14.411,1.6325,437.3,4.47
3078,4757437,4.309,5946.0,1.223,14.606,5.0036,585.7,2.94
3079,10187017,4.602,4900.0,0.741,11.492,3.1818,275.9,1.34
3080,4757437,4.309,5946.0,1.223,14.606,3.504,179.0,1.63
3081,11823054,4.479,5041.0,0.857,14.707,2.0289,747.2,2.46
3082,11823054,4.479,5041.0,0.857,14.707,1.91,305.7,1.5
3086,12058931,4.433,6246.0,1.092,14.895999999999999,6.4415,858.5,3.28
3087,9782691,4.151,5876.0,1.456,14.615,5.972,610.9,3.58
3091,9958962,4.484,6004.0,0.977,14.957,3.4423,638.7,2.82
3092,9958962,4.484,6004.0,0.977,14.957,7.106,1265.0,3.96
3093,3745690,4.388999999999999,5767.0,1.014,14.002,4.4673,461.0,2.17
3094,3745690,4.388999999999999,5767.0,1.014,14.002,2.2139,182.4,1.37
3096,3745690,4.388999999999999,5767.0,1.014,14.002,2.245,190.7,1.56
3097,3833007,4.577,5837.0,0.798,14.2,4.9274,758.3,2.22
3098,3847138,4.431,5550.0,0.953,14.112,4.2064,492.2,2.08
3100,4847534,4.541,5288.0,0.836,14.272,2.4656,411.7,1.9
3101,4852528,4.697,4041.0,0.567,14.804,2.3982,1480.1,2.16
3102,4852528,4.697,4041.0,0.567,14.804,2.3569,1491.3,2.16
3103,4852528,4.697,4041.0,0.567,14.804,1.8732,539.0,1.3
3104,4852528,4.697,4041.0,0.567,14.804,2.0271,565.5,1.33
3105,12058931,4.433,6246.0,1.092,14.895999999999999,5.2498,433.3,2.66
3106,12116489,4.457,5121.0,0.888,14.773,4.4903,2105.7,3.95
3107,12600735,4.35,6008.0,1.168,14.02,4.0852,659.8,2.99
3108,10593626,4.446000000000001,5516.0,0.886,11.664000000000001,7.565,529.1,2.34
3112,10388286,4.787,3669.0,0.47,14.818,1.3867,703.8,1.23
3113,10600261,4.117,5565.0,1.439,14.915,5.1126,633.0,3.56
3114,6462863,4.234,6181.0,1.331,12.205,5.2257,777.3,3.72
3115,10600261,4.117,5565.0,1.439,14.915,2.4062,207.6,2.06
3116,11904151,4.3469999999999995,5676.0,1.044,10.960999999999999,6.83,477.1,2.26
3118,4633570,4.605,4621.0,0.668,14.427,2.7052,839.8,2.27
3119,4633570,4.605,4621.0,0.668,14.427,4.1502,807.8,1.97
3121,5640085,4.758,3893.0,0.5,14.902000000000001,2.6446,1155.9,1.68
3122,5640085,4.758,3893.0,0.5,14.902000000000001,4.6814,1708.7,2.05
3123,4852528,4.697,4041.0,0.567,14.804,1.1879,450.0,1.19
3126,10187017,4.602,4900.0,0.741,11.492,3.747,136.4,0.95
3127,5340644,4.658,4213.0,0.615,15.0,2.71,1468.6,2.28
3129,4165473,4.453,5627.0,0.945,14.07,3.9734,607.0,2.3
3130,4270253,4.257,5576.0,1.198,14.943,3.3372,604.3,2.9
3132,4270253,4.257,5576.0,1.198,14.943,2.2682,476.4,2.76
3134,10973664,4.487,6122.0,0.964,14.697000000000001,2.5315,860.6,2.85
3136,10973664,4.487,6122.0,0.964,14.697000000000001,1.544,227.3,1.64
3137,12459913,4.41,6253.0,0.997,14.647,5.3685,487.9,2.49
3138,6462863,4.234,6181.0,1.331,12.205,8.5858,1975.0,6.07
3142,6291033,4.409,6187.0,1.034,14.640999999999998,5.1658,501.4,2.43
3145,5461440,4.3839999999999995,5538.0,1.027,14.56,5.756,657.5,2.67
3148,5689351,4.582,5001.0,0.76,14.194,2.952,296.4,1.37
3149,5689351,4.582,5001.0,0.76,14.194,2.2537,218.4,1.19
3150,5689351,4.582,5001.0,0.76,14.194,2.835,288.9,1.45
3154,5709725,4.442,5252.0,0.898,14.759,2.6061,288.3,1.63
3157,9946525,4.535,5227.0,0.838,15.342,4.7769,9636.3,8.73
3158,9946525,4.535,5227.0,0.838,15.342,2.4479,1765.6,3.44
3160,9946525,4.535,5227.0,0.838,15.342,1.7442,484.4,1.82
3163,7098355,4.566,5295.0,0.801,14.805,5.0274,906.3,2.64
3166,7269974,4.332,5541.0,1.089,14.619000000000002,4.3409,1292.9,3.85
3167,7269974,4.332,5541.0,1.089,14.619000000000002,2.8977,310.7,1.89
3168,7440748,4.55,5076.0,0.799,14.196,1.8806,761.3,2.14
3169,5689351,4.582,5001.0,0.76,14.194,7.0,1129.1,2.95
3172,5812960,4.477,5289.0,0.838,14.915,3.4744,1655.5,3.34
3173,6266741,4.446000000000001,5674.0,1.032,14.387,3.6083,826.1,3.05
3174,10187017,4.602,4900.0,0.741,11.492,2.757,65.7,0.63
3176,5774349,4.484,5185.0,0.837,14.97,3.9305,955.9,2.55
3180,6501635,4.588,5309.0,0.781,14.720999999999998,4.647,980.4,2.76
3181,3217264,4.462,5376.0,0.94,14.001,5.1227,2047.2,4.15
3182,3217264,4.462,5376.0,0.94,14.001,5.472,1552.8,4.28
3184,6850504,4.449,5465.0,0.925,12.498,3.7768,1034.4,2.99
3185,3217264,4.462,5376.0,0.94,14.001,6.918,325.7,1.67
3187,7440748,4.55,5076.0,0.799,14.196,1.3867,728.9,2.37
3190,7977197,4.421,5815.0,0.954,14.248,3.6227,926.0,3.24
3191,7977197,4.421,5815.0,0.954,14.248,3.4253,170.1,1.39
3193,6266741,4.446000000000001,5674.0,1.032,14.387,4.1934,754.2,2.85
3194,6381846,4.45,5456.0,0.943,14.883,2.7535,877.7,2.74
3196,6381846,4.45,5456.0,0.943,14.883,2.599,1048.6,3.0
3197,6381846,4.45,5456.0,0.943,14.883,6.487,572.7,2.22
3198,6422155,4.376,5527.0,1.054,14.532,2.7226,472.4,2.59
3199,6665695,4.567,5077.0,0.774,14.005,2.7222,483.4,1.86
3200,6707833,4.181,5763.0,1.374,14.519,6.0768,321.3,2.7
3202,6786037,4.254,5751.0,1.247,14.854000000000001,7.1605,496.6,2.75
3203,6786037,4.254,5751.0,1.247,14.854000000000001,14.475,4020.6,8.03
3204,6786037,4.254,5751.0,1.247,14.854000000000001,4.4289,211.2,1.81
3211,5351250,4.47,5559.0,0.914,14.985,3.1152,1433.8,3.42
3212,8043638,4.302,5433.0,1.107,14.743,4.3773,1377.8,4.03
3216,8845205,4.97,3395.0,0.283,14.708,1.94,2604.6,1.55
3217,8890783,4.467,5592.0,0.953,14.360999999999999,6.3363,5374.7,7.02
3218,8890783,4.467,5592.0,0.953,14.360999999999999,2.2647,764.8,2.6
3220,6422155,4.376,5527.0,1.054,14.532,3.5032,543.3,2.89
3221,6422155,4.376,5527.0,1.054,14.532,4.097,396.4,2.7
3222,6422155,4.376,5527.0,1.054,14.532,4.59,542.4,3.26
3223,6451936,4.395,6032.0,0.935,14.209000000000001,3.0549,629.7,2.36
3224,6451936,4.395,6032.0,0.935,14.209000000000001,2.2725,182.0,1.28
3226,8056665,4.062,6688.0,1.79,11.642000000000001,10.0248,347.7,3.37
3228,7119481,4.487,6122.0,0.964,14.718,3.8737,610.5,2.4
3229,7445445,4.524,5788.0,0.848,14.338,3.3812,777.7,2.64
3230,7445445,4.524,5788.0,0.848,14.338,4.5038,533.4,2.16
3232,5351250,4.47,5559.0,0.914,14.985,3.7647,923.1,2.74
3233,5351250,4.47,5559.0,0.914,14.985,5.914,742.2,3.18
3234,6850504,4.449,5465.0,0.925,12.498,2.463,383.4,1.78
3235,5351250,4.47,5559.0,0.914,14.985,2.417,178.4,1.21
3236,5444548,4.361000000000001,5799.0,1.078,14.15,4.4859,647.6,2.86
3240,9583881,4.54,5815.0,0.877,14.794,4.9611,3004.4,4.96
3241,9589524,4.5,5157.0,0.818,14.767000000000001,3.0397,1593.0,3.18
3244,10187017,4.602,4900.0,0.741,11.492,2.579,41.5,0.51
3245,6838050,4.327,5638.0,1.153,14.825,3.3095,602.8,2.78
3246,6937692,4.375,6520.0,1.215,14.856,7.545,987.7,4.17
3250,7445445,4.524,5788.0,0.848,14.338,4.0263,637.6,2.55
3251,7595157,4.385,5300.0,0.986,14.14,1.403,255.7,1.65
3252,7595157,4.385,5300.0,0.986,14.14,1.593,94.1,0.96
3253,8008206,4.538,4979.0,0.803,14.458,2.8066,561.7,1.94
3254,8008206,4.538,4979.0,0.803,14.458,1.5599,209.2,1.13
3258,5683743,4.266,5818.0,1.205,14.288,2.8997,3680.7,7.31
3259,5791986,4.562,5456.0,0.812,14.769,2.5967,1124.8,3.0
3260,5791986,4.562,5456.0,0.812,14.769,3.2648,650.6,2.33
3263,9844088,4.512,5776.0,0.95,14.749,1.9457,2397.9,4.61
3264,10019643,4.324,5395.0,1.071,14.415,4.184,630.5,3.2
3265,10019643,4.324,5395.0,1.071,14.415,3.231,126.7,1.36
3266,10123064,4.553999999999999,5873.0,0.843,15.0,3.3603,1409.7,3.16
3269,8015907,4.499,5461.0,0.897,14.034,2.0722,791.9,2.54
3270,8017703,4.615,4859.0,0.651,14.287,2.958,1018.4,2.09
3271,8017703,4.615,4859.0,0.651,14.287,5.1115,599.6,1.56
3272,8017703,4.615,4859.0,0.651,14.287,8.677,1291.8,2.29
3276,8120608,4.8,3751.0,0.443,14.625,2.2691,659.1,1.14
3277,8120608,4.8,3751.0,0.443,14.625,2.7399,799.7,1.29
3278,8120608,4.8,3751.0,0.443,14.625,1.7574,471.3,0.97
3282,6850504,4.449,5465.0,0.925,12.498,7.1786,814.5,2.59
3283,6508221,4.612,5176.0,0.738,14.29,3.7965,1596.9,3.08
3286,10460984,4.342,5888.0,1.097,14.282,3.0937,532.8,2.84
3287,10460984,4.342,5888.0,1.097,14.282,3.6233,471.6,2.7
3289,10460984,4.342,5888.0,1.097,14.282,1.804,151.5,1.63
3291,8022244,4.47,6063.0,1.001,14.939,4.297,633.0,2.56
3292,2571238,4.575,5546.0,0.81,11.898,3.3649,691.7,2.1
3293,8022244,4.47,6063.0,1.001,14.939,6.695,727.8,2.76
3294,8037145,4.501,4963.0,0.826,14.55,3.5889,882.1,2.58
3295,8037145,4.501,4963.0,0.826,14.55,2.4012,328.2,1.61
3297,8193178,4.281000000000001,6112.0,1.233,14.173,5.4381,455.3,2.87
3298,8193178,4.281000000000001,6112.0,1.233,14.173,4.388,123.5,1.44
3299,8344004,4.346,5622.0,1.089,14.674000000000001,3.3129,711.4,2.96
3300,8344004,4.346,5622.0,1.089,14.674000000000001,1.9743,214.0,1.63
3301,8355239,4.501,4963.0,0.826,14.859000000000002,3.7962,1035.2,2.98
3303,6508221,4.612,5176.0,0.738,14.29,4.539,1132.2,2.96
3307,8352537,4.558,4882.0,0.738,14.247,2.1939,2652.1,3.8
3311,10577994,4.596,5081.0,0.77,14.802,2.7546,723.5,2.1
3312,10577994,4.596,5081.0,0.77,14.802,3.0935,864.9,2.34
3313,10599206,4.5360000000000005,4768.0,0.779,14.958,2.9264,706.6,2.24
3319,10227020,4.269,5814.0,1.248,15.344000000000001,6.1191,781.8,3.46
3320,4563268,4.52,5604.0,0.912,13.307,3.2935,120.0,1.0
3321,4644604,4.352,5784.0,1.085,13.946,3.1365,457.1,2.88
3322,4656049,4.175,6419.0,1.362,13.949000000000002,7.074,429.9,3.2
3325,4742414,4.169,5868.0,1.407,13.398,8.79536,4253.2,9.11
3329,7764367,4.164,6432.0,1.584,13.949000000000002,3.6069,303.0,3.07
3333,10227020,4.269,5814.0,1.248,15.344000000000001,5.7471,436.7,2.68
3334,10227020,4.269,5814.0,1.248,15.344000000000001,7.202,577.9,3.57
3335,6678383,4.394,5979.0,1.005,12.595999999999998,7.4355,609.2,2.61
3337,10227020,4.269,5814.0,1.248,15.344000000000001,5.7351,349.8,2.42
3340,4827723,4.561,5411.0,0.831,13.359000000000002,3.1199,268.2,1.34
3341,4841374,4.383,5761.0,1.044,13.870999999999999,10.572,828.2,3.25
3346,8161561,4.013,6185.0,1.972,13.992,3.0427,274.9,3.54
3347,8361905,4.607,5656.0,0.737,13.765999999999998,3.5246,415.6,1.53
3351,8480285,4.322,5956.0,1.098,13.965,6.471,120.4,1.21
3352,10265898,4.5,5550.0,0.954,15.342,1.8594,1130.7,3.57
3355,10271806,4.641,5016.0,0.679,15.644,2.8874,1608.1,3.15
3356,10271806,4.641,5016.0,0.679,15.644,3.1101,1249.8,2.39
3358,5113822,4.538,5750.0,0.882,13.595,5.018,1102.2,2.9
3359,5113822,4.538,5750.0,0.882,13.595,7.334,1254.2,3.51
3360,5120087,4.272,6141.0,1.352,13.5,5.5828,459.1,2.89
3361,5121511,4.544,5324.0,0.853,13.332,2.9182,655.3,2.43
3362,8557374,4.467,5736.0,1.008,13.648,1.8113,180.1,1.33
3363,8557374,4.467,5736.0,1.008,13.648,0.8752,332.1,2.22
3364,8738735,4.45,6000.0,1.044,13.949000000000002,8.349,253.2,1.95
3365,8738735,4.45,6000.0,1.044,13.949000000000002,7.012,384.1,2.05
3366,8802165,4.487,5679.0,0.972,13.939,4.9974,928.1,3.11
3367,10271806,4.641,5016.0,0.679,15.644,2.2207,435.2,1.39
3368,10271806,4.641,5016.0,0.679,15.644,1.8491,813.4,2.14
3370,10272442,4.52,5955.0,0.91,15.344000000000001,7.2518,1151.3,3.08
3371,10984090,4.407,5833.0,1.022,12.772,6.3729,736.8,2.75
3378,8805348,4.476,5739.0,0.896,13.437000000000001,4.8475,588.0,2.16
3381,8878187,4.151,5827.0,1.447,13.684000000000001,3.8627,488.6,3.62
3382,4914423,4.154,5880.0,1.433,12.287,4.5837,482.2,3.33
3385,10340423,4.668,4126.0,0.602,15.962,3.2906,1529.0,2.33
3386,10340423,4.668,4126.0,0.602,15.962,2.813,601.3,1.44
3388,10358759,4.545,5730.0,0.87,15.282,3.075,1184.6,2.98
3389,5374854,4.2330000000000005,5877.0,1.265,13.716,2.9569,188.9,1.95
3392,5531694,4.123,6011.0,1.409,13.55,4.5122,210.6,2.06
3395,8962094,4.563,5677.0,0.828,13.58,2.9557,551.3,2.23
3396,8962094,4.563,5677.0,0.828,13.58,3.2069,236.5,1.42
3397,8962094,4.563,5677.0,0.828,13.58,3.742,198.1,1.21
3398,8962094,4.563,5677.0,0.828,13.58,5.662,295.6,1.45
3399,10358759,4.545,5730.0,0.87,15.282,3.2825,1039.6,2.78
3400,10386984,4.724,3736.0,0.525,15.488,1.4942,729.4,1.39
3402,10395381,4.636,4869.0,0.687,15.556,3.4202,918.6,2.44
3404,5613330,4.196000000000001,6188.0,1.524,13.31,8.6567,315.6,2.71
3408,5796675,4.547,5303.0,0.817,13.652999999999999,2.8701,3076.0,4.43
3409,9002278,4.6530000000000005,4926.0,0.662,13.725,2.9355,943.2,1.98
3411,9002278,4.6530000000000005,4926.0,0.662,13.725,2.3572,425.9,1.33
3412,9002278,4.6530000000000005,4926.0,0.662,13.725,7.123,711.1,1.72
3414,4914423,4.154,5880.0,1.433,12.287,13.755,1273.0,5.47
3417,5941160,4.459,5675.0,0.915,13.984000000000002,3.254,336.5,1.75
3418,5941160,4.459,5675.0,0.915,13.984000000000002,1.1939,238.2,1.72
3419,5966154,4.359,6034.0,1.179,13.004000000000001,5.9629,387.1,2.68
3420,5966154,4.359,6034.0,1.179,13.004000000000001,12.091,360.6,2.47
3425,9458613,4.022,5900.0,1.694,13.988,7.9588,797.9,4.76
3426,9458613,4.022,5900.0,1.694,13.988,9.8052,541.4,3.92
3429,6020753,4.636,4671.0,0.68,13.872,2.0396,549.1,1.53
3431,6020753,4.636,4671.0,0.68,13.872,2.9227,792.6,1.88
3432,6062088,4.355,5821.0,1.085,13.989,1.9529,503.7,2.61
3433,9458613,4.022,5900.0,1.694,13.988,8.8077,444.5,3.55
3434,9458613,4.022,5900.0,1.694,13.988,6.6677,280.0,2.82
3435,9458613,4.022,5900.0,1.694,13.988,4.9064,119.7,1.85
3436,9530945,4.274,6086.0,1.216,13.998,6.864,586.9,2.95
3439,6062088,4.355,5821.0,1.085,13.989,2.1121,491.3,2.54
3440,6062088,4.355,5821.0,1.085,13.989,3.845,162.4,1.37
3441,6125481,3.6260000000000003,5460.0,3.231,13.413,4.3243,342.5,5.86
3442,6267535,4.138999999999999,5460.0,1.346,13.532,7.1228,290.8,2.32
3444,6347299,4.27,5815.0,1.198,13.909,4.1682,379.6,2.71
3445,9530945,4.274,6086.0,1.216,13.998,5.0324,295.1,2.12
3446,9578686,4.516,5376.0,0.825,13.94,4.0819,663.9,2.17
3447,9590976,4.037,6167.0,1.689,13.294,3.9567,155.8,2.12
3448,9590976,4.037,6167.0,1.689,13.294,3.3443,102.1,1.84
3450,9590976,4.037,6167.0,1.689,13.294,3.683,58.3,1.29
3453,4832837,4.705,3939.0,0.557,14.915,1.8289,936.8,1.77
3457,6347299,4.27,5815.0,1.198,13.909,4.459,166.5,1.78
3458,6365156,4.25,5843.0,1.332,13.335999999999999,5.8201,303.8,2.29
3459,6425957,4.709,4121.0,0.553,13.505999999999998,1.8559,536.7,1.37
3462,6425957,4.709,4121.0,0.553,13.505999999999998,2.8014,715.4,1.58
3463,9597345,4.394,5497.0,1.046,13.967,6.2289,837.7,3.05
3464,9597345,4.394,5497.0,1.046,13.967,3.0504,206.6,1.47
3465,9597345,4.394,5497.0,1.046,13.967,9.654,689.9,2.69
3471,5686174,4.675,4102.0,0.595,14.672,2.6588,983.2,1.82
3474,6462863,4.234,6181.0,1.331,12.205,3.6888,126.3,1.5
3475,6442340,4.314,5762.0,1.143,13.484000000000002,4.8655,212.8,1.85
3476,6442340,4.314,5762.0,1.143,13.484000000000002,3.947,106.9,1.32
3477,6442340,4.314,5762.0,1.143,13.484000000000002,5.768,85.0,1.29
3478,6685609,4.127,5918.0,1.555,13.182,4.1246,436.5,3.6
3479,6685609,4.127,5918.0,1.555,13.182,3.0792,101.1,1.72
3480,9450647,4.305,6215.0,1.259,12.663,3.9092,520.2,2.87
3481,9702072,4.551,5328.0,0.865,13.392999999999999,2.2209,847.4,2.46
3485,9873254,4.247,5676.0,1.28,13.387,3.1506,262.0,2.04
3486,6587002,4.571000000000001,5132.0,0.77,14.157,3.1505,616.1,2.11
3487,6587002,4.571000000000001,5132.0,0.77,14.157,5.2679,820.4,2.33
3489,7368664,4.218,5963.0,1.424,14.517000000000001,2.2491,3860.7,11.26
3491,6685609,4.127,5918.0,1.555,13.182,4.0935,86.0,1.65
3492,6707835,4.503,5629.0,0.943,13.720999999999998,4.1483,613.7,2.72
3496,10318874,4.5969999999999995,4780.0,0.761,12.895,1.1134,1507.6,3.25
3498,9873254,4.247,5676.0,1.28,13.387,1.257,41.4,0.82
3499,9884104,4.16,5788.0,1.495,13.764000000000001,3.4437,383.5,3.29
3500,9884104,4.16,5788.0,1.495,13.764000000000001,6.0875,575.1,4.01
3501,9884104,4.16,5788.0,1.495,13.764000000000001,6.191,379.3,3.55
3502,9950612,4.635,4499.0,0.639,13.177,1.5501,577.6,1.8
3505,10353968,4.506,5672.0,0.929,14.959000000000001,2.6903,1026.2,2.94
3507,11773022,4.486000000000001,6046.0,0.972,14.669,5.7845,6208.7,7.65
3508,7033671,4.279,5672.0,1.204,13.774000000000001,3.587,262.2,2.16
3509,7040629,4.169,5966.0,1.499,13.749,3.3275,150.0,1.83
3511,7040629,4.169,5966.0,1.499,13.749,3.87,120.9,1.65
3512,7040629,4.169,5966.0,1.499,13.749,3.854,129.5,1.72
3513,7040629,4.169,5966.0,1.499,13.749,4.051,95.5,1.47
3514,9950612,4.635,4499.0,0.639,13.177,4.174,194.3,0.9
3515,6678383,4.394,5979.0,1.005,12.595999999999998,4.6074,500.9,2.35
3517,9950612,4.635,4499.0,0.639,13.177,5.0041,361.8,1.18
3518,9950612,4.635,4499.0,0.639,13.177,1.6261,160.3,0.86
3519,9963524,4.538,5244.0,0.81,13.749,2.557,1384.3,3.1
3520,5780885,3.968,6036.0,1.909,12.885,5.16165,7458.4,16.66
3521,11773022,4.486000000000001,6046.0,0.972,14.669,8.4534,11571.0,10.44
3522,11773022,4.486000000000001,6046.0,0.972,14.669,2.7441,1902.6,6.34
3525,12068975,4.303,6003.0,1.109,11.811,4.4859,119.0,1.44
3527,7115785,4.473,5506.0,0.914,13.998,5.6098,1055.4,2.94
3528,7124613,3.86,6570.0,2.297,13.343,2.965,291.0,3.95
3529,8711794,4.362,5666.0,0.967,12.87,1.8478,1059.3,3.14
3530,7277317,3.645,4877.0,2.595,13.780999999999999,9.3599,1718.4,10.47
3532,9963524,4.538,5244.0,0.81,13.749,2.6577,1114.0,2.97
3533,9963524,4.538,5244.0,0.81,13.749,2.939,1143.3,3.58
3534,9964801,4.293,5817.0,1.171,13.645,6.9758,281.8,2.13
3535,9965439,4.276,6086.0,1.227,13.489,7.0281,469.1,2.66
3537,12068975,4.303,6003.0,1.109,11.811,5.5082,115.5,1.42
3538,12068975,4.303,6003.0,1.109,11.811,3.8944,84.8,1.22
3539,12068975,4.303,6003.0,1.109,11.811,6.553,62.1,0.95
3540,3541946,4.474,5569.0,0.927,13.597000000000001,4.4116,871.4,2.7
3541,3541946,4.474,5569.0,0.927,13.597000000000001,4.002,730.0,2.91
3542,10264660,3.9539999999999997,6372.0,2.001,12.128,6.0437,2302.3,9.86
3544,7447200,4.728,3912.0,0.533,13.822000000000001,2.9754,3139.0,3.22
3545,7447200,4.728,3912.0,0.533,13.822000000000001,1.6691,1723.2,2.26
3547,7509886,4.578,5297.0,0.825,13.283,1.98,241.0,1.3
3548,7509886,4.578,5297.0,0.825,13.283,2.281,256.5,1.3
3549,10002866,4.563,5431.0,0.843,15.062999999999999,1.887,1266.0,3.36
3550,10002866,4.563,5431.0,0.843,15.062999999999999,4.5288,1840.3,3.63
3551,6678383,4.394,5979.0,1.005,12.595999999999998,5.8297,449.4,2.32
3552,10002866,4.563,5431.0,0.843,15.062999999999999,1.7726,1995.9,4.71
3555,3541946,4.474,5569.0,0.927,13.597000000000001,1.7876,245.1,1.43
3557,4478168,4.29,6063.0,1.191,13.49,4.0249,378.7,2.45
3560,4563268,4.52,5604.0,0.912,13.307,3.5413,407.3,1.89
3561,7515212,4.235,5867.0,1.356,13.177999999999999,8.699,360.6,2.99
3562,7515212,4.235,5867.0,1.356,13.177999999999999,6.375,47.0,0.92
3563,7529266,3.475,6093.0,3.913,13.642999999999999,9.0015,4510.2,26.52
3573,3867615,4.279,6053.0,1.26,13.357999999999999,5.207,157.8,1.58
3580,6226908,4.368,5569.0,1.019,15.412,4.508,1014.1,3.78
3584,9956082,4.433,6260.0,1.063,15.331,2.394,165.6,1.38
3589,6755944,3.805,6105.0,2.304,13.447000000000001,1.1366,61.0,2.24
3596,9334893,4.726,4729.0,0.525,13.831,3.979,141.7,0.63
3598,10000941,4.477,5115.0,0.854,13.632,1.9464,90.7,0.8
3599,9455677,4.353,5349.0,1.032,15.259,6.479,647.5,2.57
3613,3937814,4.378,5323.0,0.995,15.187999999999999,9.581,759.2,2.68
3624,4770617,4.198,6172.0,1.471,14.806,2.998,258.7,2.52
3625,6106282,4.705,4133.0,0.561,15.134,8.029,878.1,1.61
3631,11709124,4.415,5688.0,0.971,14.534,7.509,859.3,3.05
3632,9022166,3.897,5508.0,1.988,12.847999999999999,8.279,366.4,4.21
3639,3103227,4.243,5929.0,1.363,14.9,11.166,754.9,3.71
3640,4850961,4.399,6392.0,1.162,15.152000000000001,5.43,449.1,2.74
3651,10714072,4.02,5365.0,1.533,13.800999999999998,1.866,167.1,1.95
3660,6607644,4.458,5196.0,0.889,14.5,1.6023,73.7,0.79
3661,7610663,4.402,5755.0,0.993,13.421,1.723,81.5,0.9
3676,7838675,4.5489999999999995,5718.0,0.863,14.658,1.63,97.5,0.85
3683,7100673,4.354,5574.0,1.065,12.639000000000001,2.566,60.9,0.83
3684,7100673,4.354,5574.0,1.065,12.639000000000001,2.521,44.3,0.7
3687,3747817,4.566,5273.0,0.801,14.838,9.568,951.4,2.41
3691,10089911,3.595,6303.0,3.53,13.487,3.73,213.7,6.14
3693,11415243,4.62,4798.0,0.707,14.061,6.582,614.4,1.69
3694,3548044,4.387,5670.0,0.95,13.865,7.948,321.8,1.71
3716,11401767,4.332,6056.0,1.209,14.880999999999998,6.654,242.6,2.25
3718,11709124,4.415,5688.0,0.971,14.534,4.326,186.7,1.32
3720,8613535,4.428,6249.0,1.076,14.456,6.154,184.6,1.47
3722,3955817,4.521,5072.0,0.825,14.955,2.582,187.6,1.1
3728,10360722,4.49,4999.0,0.843,15.030999999999999,6.853,1138.0,2.75
3732,6349881,4.397,5275.0,0.969,15.717,7.955,1027.7,3.24
3740,11401767,4.332,6056.0,1.209,14.880999999999998,4.919,139.2,1.83
3743,9718066,4.641,4657.0,0.67,12.485,3.099,99.0,0.79
3744,9272070,4.4719999999999995,6201.0,0.989,15.353,4.459,209.9,1.45
3745,5088400,4.539,5550.0,0.878,15.247,2.019,368.6,1.67
3766,5281113,4.013999999999999,6292.0,1.873,13.352,3.103,90.6,1.81
3776,6026924,3.862,6237.0,2.295,12.561,16.551,104.6,2.44
3782,3244792,4.57,6021.0,0.819,14.802999999999999,3.571,144.0,0.99
3793,1724719,4.244,6174.0,1.318,13.96,3.474,118.5,1.69
3794,8120608,4.8,3751.0,0.443,14.625,5.786,500.1,1.18
3815,9366617,3.802,5456.0,2.154,13.960999999999999,7.968,142.0,2.54
3822,4548011,4.275,5888.0,1.227,12.4,4.291,35.7,0.73
3828,8459663,4.822,4367.0,0.452,15.873,6.689,1530.0,1.74
3832,7046035,4.434,6274.0,1.062,15.332,4.054,82.4,0.97
3843,8463346,4.617,4652.0,0.697,15.856,4.724,1112.5,2.48
3844,5868793,5.091,3187.0,0.2,17.058,1.096,1544.0,0.79
3846,10063208,4.513999999999999,5525.0,0.888,12.897,3.991,45.2,0.59
3849,10669994,4.452,6011.0,1.041,14.800999999999998,1.744,98.5,1.05
3858,9183378,4.069,5718.0,1.48,13.767000000000001,1.879,121.9,1.63
3863,7596240,4.388999999999999,6401.0,1.15,14.924000000000001,3.534,167.3,1.51
3867,7427764,4.496,5408.0,0.861,15.448,2.271,201.8,1.22
3873,8416523,4.601,5016.0,0.747,14.915,1.1554,285.6,1.72
3881,9872831,4.159,6157.0,1.392,13.95,2.461,85.8,1.3
3884,12306058,3.45,4938.0,3.324,13.007,10.229,89.5,3.6
